Account ID,Account Name,Instance ID,Instance name,Instance type,OS,Region,user: Tag1,user: Environment,aws:createdBy,Total running hours,RI Hours,On-Demand hours,Savings Plans hours, CPU Utilization ,Memory Utilization,Disk Utilization,EBS Read Throughput (Ops/s),EBS Write Throughput (Ops/s),EBS Read Bandwidth (KiB/s),EBS Write Bandwidth (KiB/s),Recommended Action,Recommended Instance Type 1, Recommended Instance Type 1 Estimated Savings , Recommended Instance Type 1 Projected CPU ,Recommended Instance Type 1 Projected Memory,Recommended Instance Type 1 Projected Disk,Recommended Instance Type 2, Recommended Instance Type 2 Estimated Savings , Recommended Instance Type 2 Projected CPU ,Recommended Instance Type 2 Projected Memory,Recommended Instance Type 2 Projected Disk,Recommended Instance Type 3, Recommended Instance Type 3 Estimated Savings , Recommended Instance Type 3 Projected CPU ,Recommended Instance Type 3 Projected Memory,Recommended Instance Type 3 Projected Disk
8.36E+11,WA Cost Labs,i-051067,name 1171,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1171,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.501111,0,0.501111,0,21.96,,,0,6.313333333,0,,Modify,c4.large,$0.11 ,43.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051097,name 1172,r4.xlarge,Linux/UNIX,EU (Ireland),TagValue 1172,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,33.54,,,0,7.953333333,0,,Modify,r4.large, $-   ,67.08,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051160,name 1173,r5.2xlarge,Linux/UNIX,US East (Ohio),TagValue 1173,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,204,126,0,10,,,0,7.353333333,0,,Modify,r5.xlarge,$68.99 ,20,,,r5.large,$103.48 ,40,,,,,,,
8.36E+11,WA Cost Labs,i-051167,name 1174,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1174,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.058333,0,0.058333,0,3.53,,,0,5.716666667,0,,Modify,c4.2xlarge,$0.06 ,7.06,,,c4.large,$0.10 ,28.25,,,c4.xlarge,$0.09 ,14.13,,
8.36E+11,WA Cost Labs,i-051180,name 1175,t3.micro,Linux/UNIX,US East (Ohio),TagValue 1175,DEV,IAMUser:AIDAJJB63XXXXXXXX,331,331,0,0, -   ,,,0,0.993333333,0,,Terminate,, $-   ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051188,name 1176,r4.8xlarge,Linux/UNIX,EU (Ireland),TagValue 1176,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,38.48,,,0.18,7.793333333,3.738404948,,Modify,r4.4xlarge, $-   ,76.96,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-0512,name 1177,r5.4xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 1177,DEV,IAMUser:AIDAJJB63XXXXXXXX,216,0,216,0,20,,,0,1.18,0,,Modify,r5.2xlarge,$236.52 ,40,,,r5.xlarge,$387.63 ,80,,,,,,,
8.36E+11,WA Cost Labs,i-051295,name 1178,r4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1178,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,2.5,,,0,0.993333333,0,,Modify,r4.large,$114.40 ,5,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051326,name 1179,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1179,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.082222,0,0.082222,0,12.9,,,0.66,10.00333333,17.06441406,,Modify,c4.2xlarge,$0.07 ,25.79,,,c4.xlarge,$0.11 ,51.58,,,,,,,
8.36E+11,WA Cost Labs,i-051393,name 1180,c3.xlarge,Red Hat Enterprise Linux,Asia Pacific (Singapore),TagValue 1180,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,3.17,,,0,0.993333333,0,,Modify,c3.large,$95.36 ,6.33,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051405,name 1181,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 1181,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,3,,,0,0.993333333,0,,Modify,t3.micro,$8.60 ,3,,,t3.nano,$12.91 ,3,,,,,,,
8.36E+11,WA Cost Labs,i-051423,name 1182,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1182,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.683056,0,0.683056,0,25.58,,,0,1.19,0,,Modify,c4.large,$0.15 ,51.17,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051433,name 1183,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1183,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.088889,0,0.088889,0,3.78,,,0,6.16,0,,Modify,c4.2xlarge,$0.09 ,7.56,,,c4.xlarge,$0.13 ,15.13,,,c4.large,$0.15 ,30.25,,
8.36E+11,WA Cost Labs,i-051495,name 1184,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1184,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.199444,0,0.199444,0,15.91,,,0.013333333,6.32,0.190734863,,Modify,c4.2xlarge,$0.20 ,31.81,,,c4.xlarge,$0.29 ,63.63,,,,,,,
8.36E+11,WA Cost Labs,i-051498,name 1185,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1185,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.065556,0,0.065556,0,16.92,,,0,7.693333333,0,,Modify,c4.large,$0.02 ,33.83,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051603,name 1186,c5.2xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 1186,DEV,AssumedRole:AROA3JCGXXXXXXXX,224,0,224,0,17,,,0,6.313333333,0,,Modify,c5.xlarge,$116.80 ,34,,,c5.large,$158.17 ,68,,,,,,,
8.36E+11,WA Cost Labs,i-051613,name 1187,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1187,DEV,IAMUser:AIDAJJB63XXXXXXXX,2.727222,0,2.727222,0,13.11,,,0,7.953333333,0,,Modify,c4.2xlarge,$2.68 ,26.23,,,c4.xlarge,$4.02 ,52.46,,,,,,,
8.36E+11,WA Cost Labs,i-051615,name 1188,t3.small,Linux/UNIX,US East (Ohio),TagValue 1188,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.663889,0,1.663889,0,25,,,0,7.353333333,0,,Modify,t3.micro,$0.04 ,25,,,t3.nano,$0.06 ,25,,,,,,,
8.36E+11,WA Cost Labs,i-051657,name 1189,t2.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1189,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,1.38,,,0,5.716666667,0,,Modify,t2.large,$66.53 ,2.75,,,t2.medium,$99.80 ,2.75,,,t2.nano,$128.91 ,5.5,,
8.36E+11,WA Cost Labs,i-051667,name 1190,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1190,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.695,0,0.695,0,15.25,,,0,0.993333333,0,,Modify,c4.large,$0.15 ,30.5,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-051721,name 1191,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 1191,DEV,IAMUser:AIDAJJB63XXXXXXXX,331,1,330,0,5.17,,,0.18,7.793333333,3.738404948,,Modify,t2.micro,$9.61 ,5.17,,,t2.nano,$14.41 ,5.17,,,,,,,
8.36E+11,WA Cost Labs,i-051755,name 1192,c5d.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1192,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.948889,0,0.948889,0,26,,,0,1.18,0,,Modify,c5d.xlarge,$0.40 ,52,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-05185,name 1193,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1193,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.436944,0,0.436944,0,19.25,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.43 ,38.5,,,c4.xlarge,$0.64 ,77,,,,,,,
8.36E+11,WA Cost Labs,i-051871,name 1194,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 1194,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,3.67,,,0.66,10.00333333,17.06441406,,Modify,t2.micro, $-   ,3.67,,,t2.nano, $-   ,3.67,,,,,,,
8.36E+11,WA Cost Labs,i-051888,name 1195,t3.medium,Linux/UNIX,US East (Ohio),TagValue 1195,DEV,IAMUser:AIDAJJB63XXXXXXXX,331,0,331,0,8,,,0,0.993333333,0,,Modify,t3.small,$14.96 ,8,,,t3.nano,$26.18 ,8,,,t3.micro,$22.44 ,8,,
8.36E+11,WA Cost Labs,i-052007,name 1196,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1196,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.115,0,0.115,0,6.34,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.11 ,12.69,,,c4.large,$0.20 ,50.75,,,c4.xlarge,$0.17 ,25.38,,
8.36E+11,WA Cost Labs,i-052012,name 1197,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 1197,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,14.92,,,0,1.19,0,,Modify,t2.nano,$4.15 ,14.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052018,name 1198,r5.4xlarge,Linux/UNIX,US East (Ohio),TagValue 1198,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,329,0,0,37,,,0,6.16,0,,Modify,r5.2xlarge, $-   ,74,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052030,name 1199,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1199,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.135,0,1.135,0,23.28,,,0.013333333,6.32,0.190734863,,Modify,c4.2xlarge,$1.11 ,46.56,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052042,name 1200,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1200,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.475278,0,0.475278,0,20.93,,,0,7.693333333,0,,Modify,c4.2xlarge,$0.41 ,41.85,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052057,name 1201,c4.xlarge,Linux/UNIX,Asia Pacific (Singapore),TagValue 1201,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.168333,0,0.168333,0,38.38,,,0,6.313333333,0,,Modify,c4.large,$0.04 ,76.75,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052106,name 1202,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1202,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.375278,0,1.375278,0,31.33,,,0,7.953333333,0,,Modify,c4.xlarge,$0.68 ,62.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052127,name 1203,c5.xlarge,Red Hat Enterprise Linux,Asia Pacific (Singapore),TagValue 1203,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,1,,,0,7.353333333,0,,Modify,c5.large,$70.26 ,2,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-05213,name 1204,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 1204,DEV,AssumedRole:AROA3JCGXXXXXXXX,295,0,295,0,22,,,0,5.716666667,0,,Modify,t3.micro,$7.69 ,22,,,t3.nano,$11.54 ,22,,,,,,,
8.36E+11,WA Cost Labs,i-052190,name 1205,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1205,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.717778,0,0.717778,0,31.46,,,0,0.993333333,0,,Modify,c4.large,$0.18 ,62.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052208,name 1206,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 1206,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,10.625,319.375,0,39,,,0.18,7.793333333,3.738404948,,Modify,t3.small,$14.43 ,39,,,t3.micro,$21.65 ,39,,,t3.nano,$25.26 ,39,,
8.36E+11,WA Cost Labs,i-052227,name 1207,m4.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 1207,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,29.83,,,0,1.18,0,,Modify,m4.large,$137.24 ,59.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052245,name 1208,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 1208,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,4.43,,,0,0.993333333,0,,Modify,t2.nano,$4.16 ,4.43,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052283,name 1209,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1209,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.28,0,0.28,0,0.85,,,0.66,10.00333333,17.06441406,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052318,name 1210,t2.medium,Linux/UNIX,US East (N. Virginia),TagValue 1210,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,329,0,0,5.09,,,0,0.993333333,0,,Modify,t2.small, $-   ,10.19,,,t2.micro, $-   ,10.19,,,t2.nano, $-   ,10.19,,
8.36E+11,WA Cost Labs,i-052406,name 1211,t3.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1211,DEV,IAMUser:AIDAJJB63XXXXXXXX,12,0,12,0,30,,,0,0.993333333,0,,Modify,t3.large,$2.17 ,60,,,t3.medium,$3.25 ,60,,,t3.nano,$4.20 ,60,,
8.36E+11,WA Cost Labs,i-052420,name 1212,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1212,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.0875,0,0.0875,0,4.1,,,0,1.19,0,,Modify,c4.2xlarge,$0.09 ,8.21,,,c4.large,$0.15 ,32.83,,,c4.xlarge,$0.13 ,16.42,,
8.36E+11,WA Cost Labs,i-052445,name 1213,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1213,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.280556,0,0.280556,0,0.82,,,0,6.16,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052495,name 1214,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1214,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.138889,0,0.138889,0,11,,,0.013333333,6.32,0.190734863,,Modify,c4.2xlarge,$0.14 ,22,,,c4.xlarge,$0.20 ,44,,,,,,,
8.36E+11,WA Cost Labs,i-05253,name 1215,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 1215,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,28,,,0,7.693333333,0,,Modify,t3.nano,$4.30 ,28,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052544,name 1216,t3.large,Linux/UNIX,US East (N. Virginia),TagValue 1216,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,34,,,0,6.313333333,0,,Modify,t3.medium,$29.74 ,34,,,t3.small,$44.60 ,34,,,t3.nano,$55.75 ,34,,
8.36E+11,WA Cost Labs,i-052628,name 1217,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 1217,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,5.57,,,0,7.953333333,0,,Modify,t2.micro, $-   ,5.57,,,t2.nano, $-   ,5.57,,,,,,,
8.36E+11,WA Cost Labs,i-052695,name 1218,m4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1218,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,9.92,,,0,7.353333333,0,,Modify,m4.large,$86.04 ,19.83,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052757,name 1219,r4.8xlarge,SUSE Linux,EU (Frankfurt),TagValue 1219,DEV,IAMUser:AIDAJJB63XXXXXXXX,78,0,78,0,38.26,,,0,5.716666667,0,,Modify,r4.4xlarge,$216.98 ,76.51,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052766,name 1220,c5d.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1220,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.671111,0,0.671111,0,38,,,0,0.993333333,0,,Modify,c5d.xlarge,$0.28 ,76,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052768,name 1221,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1221,DEV,IAMUser:AIDAJJB63XXXXXXXX,2.708056,0,2.708056,0,13.13,,,0.18,7.793333333,3.738404948,,Modify,c4.2xlarge,$2.66 ,26.25,,,c4.xlarge,$3.99 ,52.5,,,,,,,
8.36E+11,WA Cost Labs,i-052773,name 1222,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1222,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.129722,0,0.129722,0,14.17,,,0,1.18,0,,Modify,c4.2xlarge,$0.13 ,28.33,,,c4.xlarge,$0.19 ,56.67,,,,,,,
8.36E+11,WA Cost Labs,i-052792,name 1223,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1223,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.372222,0,0.372222,0,34.04,,,0,0.993333333,0,,Modify,c4.large,$0.09 ,68.08,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052801,name 1224,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1224,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.280278,0,0.280278,0,1,,,0.66,10.00333333,17.06441406,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052816,name 1225,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1225,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.503333,0,0.503333,0,16.71,,,0,0.993333333,0,,Modify,c4.large,$0.11 ,33.42,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-052871,name 1226,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1226,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.2325,0,0.2325,0,6.75,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.23 ,13.5,,,c4.large,$0.40 ,54,,,c4.xlarge,$0.34 ,27,,
8.36E+11,WA Cost Labs,i-053061,name 1227,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1227,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.083889,0,0.083889,0,4.57,,,0,1.19,0,,Modify,c4.2xlarge,$0.08 ,9.15,,,c4.xlarge,$0.12 ,18.29,,,c4.large,$0.14 ,36.58,,
8.36E+11,WA Cost Labs,i-053082,name 1228,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1228,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.280278,0,0.280278,0,0.85,,,0,6.16,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053102,name 1229,t2.micro,Linux/UNIX,EU (Frankfurt),TagValue 1229,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,6.17,,,0.013333333,6.32,0.190734863,,Modify,t2.nano,$4.79 ,6.17,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053108,name 1230,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 1230,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,3,,,0,7.693333333,0,,Modify,t3.micro,$8.60 ,3,,,t3.nano,$12.91 ,3,,,,,,,
8.36E+11,WA Cost Labs,i-053162,name 1231,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1231,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.264722,0,0.264722,0,25.79,,,0,6.313333333,0,,Modify,c4.large,$0.06 ,51.58,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053193,name 1232,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 1232,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,3.67,,,0,7.953333333,0,,Modify,t2.micro,$8.15 ,3.67,,,t2.nano,$12.29 ,3.67,,,,,,,
8.36E+11,WA Cost Labs,i-053262,name 1233,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 1233,DEV,IAMUser:AIDAJJB63XXXXXXXX,2.124722,0,2.124722,0,30,,,0,7.353333333,0,,Modify,t3.nano,$0.03 ,30,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053279,name 1234,m5.xlarge,Windows (Amazon VPC),EU (Frankfurt),TagValue 1234,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,126.931944,203.068056,0,28,,,0,5.716666667,0,,Modify,m5.large,$34.24 ,56,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053295,name 1235,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 1235,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,1.8,,,0,0.993333333,0,,Modify,t2.micro,$9.61 ,1.8,,,t2.nano,$14.41 ,1.8,,,,,,,
8.36E+11,WA Cost Labs,i-053302,name 1236,t3.small,Linux/UNIX,US East (Ohio),TagValue 1236,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.637222,0,1.637222,0,18,,,0.18,7.793333333,3.738404948,,Modify,t3.micro,$0.04 ,18,,,t3.nano,$0.06 ,18,,,,,,,
8.36E+11,WA Cost Labs,i-053343,name 1237,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1237,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.2175,0,0.2175,0,6.51,,,0,1.18,0,,Modify,c4.2xlarge,$0.21 ,13.02,,,c4.xlarge,$0.32 ,26.04,,,c4.large,$0.37 ,52.08,,
8.36E+11,WA Cost Labs,i-053362,name 1238,t3.small,Linux/UNIX,US East (N. Virginia),TagValue 1238,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,24,,,0,0.993333333,0,,Modify,t3.micro, $-   ,24,,,t3.nano, $-   ,24,,,,,,,
8.36E+11,WA Cost Labs,i-053370,name 1239,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 1239,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,19.15,,,0.66,10.00333333,17.06441406,,Modify,t2.micro,$8.15 ,19.15,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053376,name 1240,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1240,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.280278,0,0.280278,0,0.82,,,0,0.993333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-05341,name 1241,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1241,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.280556,0,0.280556,0,0.85,,,0,0.993333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053457,name 1242,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1242,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.3875,0,0.3875,0,13.09,,,0,1.19,0,,Modify,c4.xlarge,$0.19 ,26.19,,,c4.large,$0.29 ,52.38,,,,,,,
8.36E+11,WA Cost Labs,i-053512,name 1243,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1243,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,16,,,0,6.16,0,,Modify,m5.large,$68.83 ,32,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053538,name 1244,r5.4xlarge,Linux/UNIX,US East (Ohio),TagValue 1244,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,102,228,0,12,,,0.013333333,6.32,0.190734863,,Modify,r5.2xlarge,$249.66 ,24,,,r5.xlarge,$374.49 ,48,,,,,,,
8.36E+11,WA Cost Labs,i-053596,name 1245,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1245,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,1,329,0,13,,,0,7.693333333,0,,Modify,m5.large,$68.62 ,26,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-05367,name 1246,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1246,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.845833,0,0.845833,0,23.66,,,0,6.313333333,0,,Modify,c4.2xlarge,$0.83 ,47.31,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053678,name 1247,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 1247,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.3475,0,0.3475,0,23.34,,,0,7.953333333,0,,Modify,c4.2xlarge,$0.34 ,46.69,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053683,name 1248,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 1248,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.28,0,0.28,0,0.83,,,0,7.353333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053691,name 1249,t3.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1249,DEV,IAMUser:AIDAJJB63XXXXXXXX,11,0,11,0,23,,,0,5.716666667,0,,Modify,t3.xlarge,$3.98 ,46,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053814,name 1250,t3.micro,Linux/UNIX,US East (N. Virginia),TagValue 1250,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,28,,,0,0.993333333,0,,Modify,t3.nano, $-   ,28,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053837,name 1251,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1251,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.159444,0,0.159444,0,24.13,,,0.18,7.793333333,3.738404948,,Modify,c4.large,$0.03 ,48.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-053939,name 1252,c4.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 1252,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,18.46,,,0,1.18,0,,Modify,c4.large,$136.53 ,36.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-05396,name 1253,c4.xlarge,Linux/UNIX,EU (London),TagValue 1253,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.146667,0,0.146667,0,16,,,0,0.993333333,0,,Modify,c4.large,$0.04 ,32,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-054016,name 1254,r5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1254,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,9,,,0.66,10.00333333,17.06441406,,Modify,r5.large, $-   ,18,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-054067,name 1255,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 1255,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.031944,0,0.031944,0,31.53,,,0,0.993333333,0,,Modify,t2.nano,$0.00 ,31.53,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-054086,name 1256,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 1256,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.510833,0,0.510833,0,16.75,,,0,0.993333333,0,,Modify,c4.large,$0.11 ,33.5,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-054210,name 1257,r4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 1257,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,6.83,,,0,1.19,0,,Modify,r4.xlarge,$229.50 ,13.67,,,r4.large,$344.25 ,27.33,,,,,,,
